,Entity,CountryCode,Year,"Birth rate, crude (per 1,000 people)",CO2 emissions (metric tons per capita),"Death rate, crude (per 1,000 people)",Exports of goods and services (current US$),GDP per capita (current US$),GNI (current US$),"Life expectancy at birth, total (years)",Merchandise exports (current US$),Merchandise imports (current US$),Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)",Rural population (% of total population),Urban population,Urban population (% of total),Renewables (% equivalent primary energy),Continent
459,New Zealand,NZL,1975,18.3,5.923148778826509,8.1,2971975717.18997,4171.7418253040005,12575107296.1373,72.21951219512201,2162050000.0,3155210000.0,0.0,14.9,17.226,2552005.0,82.774,43.620903,Oceania
460,New Zealand,NZL,1976,17.7,6.18456261051278,8.1,3630395557.28761,4373.76817364763,13177123928.2931,72.42195121951221,2794630000.0,3253510000.0,0.0,14.4,16.972,2582586.0,83.028,39.515545,Oceania
461,New Zealand,NZL,1977,17.3,6.50615729760913,8.3,4039083144.07031,4950.60703553683,14991606596.2279,72.1682926829268,3195970000.0,3361150000.0,0.0,13.9,16.872,2593760.0,83.128,36.93731,Oceania
462,New Zealand,NZL,1978,16.3,5.7697798923491,7.9,4937532922.2408,5937.12432578886,17922240802.6756,73.019512195122,3738440000.0,3491020000.0,0.0,13.5,16.771,2597744.0,83.229,39.57416,Oceania
463,New Zealand,NZL,1979,16.8,5.2993988420714,8.1,5935350195.33206,6667.9980282981605,20201342281.8792,73.06829268292691,4705620000.0,4552760000.0,0.0,13.1,16.672,2590668.0,83.328,44.902813,Oceania
464,New Zealand,NZL,1980,16.2,5.6084638118796,8.5,6695591102.10384,7467.23689342273,22650067554.5262,72.82926829268291,5421000000.0,5473000000.0,0.0,12.7,16.572,2597030.0,83.428,46.8752,Oceania
465,New Zealand,NZL,1981,16.2,5.2888633236263605,8.0,6818578469.736079,7813.80252523755,23759886770.4604,73.62195121951221,5622000000.0,5734000000.0,0.0,12.4,16.489,2609635.0,83.511,47.395737,Oceania
466,New Zealand,NZL,1982,15.8,5.7791761984728005,8.0,6701834741.4421,7656.46634006452,23416605972.3234,73.7243902439024,5571000000.0,5782000000.0,0.0,12.1,16.448,2636985.0,83.552,43.06933,Oceania
467,New Zealand,NZL,1983,15.8,5.615176132278941,8.1,6906195649.31651,7598.26127925657,23300473186.1199,73.7756097560976,5414000000.0,5333000000.0,0.0,11.9,16.408,2674359.0,83.592,44.425842,Oceania
468,New Zealand,NZL,1984,16.0,5.9792860462954405,8.2,6891836565.38422,6713.704200446789,20492585295.0327,74.37073170731709,5518000000.0,6203000000.0,0.0,11.6,16.367,2698921.0,83.633,43.670025,Oceania
469,New Zealand,NZL,1985,15.9,6.71490930368637,8.4,7232115856.777491,7600.61215354783,23207161125.3197,73.82926829268291,5720000000.0,5992000000.0,0.0,11.3,16.327,2716946.0,83.673,41.672558,Oceania
470,New Zealand,NZL,1986,16.3,7.05205341465669,8.3,8152209706.379379,9427.58494637182,29035699197.2962,74.12195121951221,5880000000.0,6063000000.0,0.0,11.0,16.22,2719750.0,83.78,43.008366,Oceania
471,New Zealand,NZL,1987,16.8,7.363341375519179,8.4,10547338842.4636,12330.9161688967,38181987000.9285,74.1780487804878,7195000000.0,7276000000.0,0.0724873615264872,10.6,15.975,2751315.0,84.025,42.31165,Oceania
472,New Zealand,NZL,1988,17.3,7.73516537735274,8.4,11833201095.0081,13759.071803833998,43148470209.3398,74.42439024390241,8784000000.0,7342000000.0,0.300048187738951,10.2,15.732,2766856.0,84.268,42.15485,Oceania
473,New Zealand,NZL,1989,17.5,7.70034432589719,8.2,11572971355.862,13312.3767960348,41939989347.2214,74.8243902439024,8875000000.0,8784000000.0,0.859906886068884,9.7,15.494,2788022.0,84.506,47.136673,Oceania
474,New Zealand,NZL,1990,17.5,7.106478166856871,8.1,12175141875.3362,13663.03308699,43598278850.1763,75.37804878048779,9394000000.0,9501000000.0,1.5921209729418897,9.2,15.258,2821739.0,84.742,41.45618,Oceania
475,New Zealand,NZL,1991,17.4,6.917264455952621,8.0,12465229068.1972,12230.0882500412,39869457573.7115,76.0317073170732,9619000000.0,8381000000.0,2.09808169169807,8.7,15.067,2968493.0,84.933,40.464573,Oceania
476,New Zealand,NZL,1992,17.28,7.115539541863691,7.85,12991092354.3173,11793.161462433898,38955231816.2484,76.1243902439025,9785000000.0,9201000000.0,2.86030330062444,8.2,14.966,3003146.0,85.034,37.51461,Oceania
477,New Zealand,NZL,1993,16.53,7.5317112703656,7.6,14314735910.6244,13094.322241958998,43406891211.7693,76.4341463414634,10542000000.0,9636000000.0,4.03419131436927,7.8,14.866,3041157.0,85.134,40.294605,Oceania
478,New Zealand,NZL,1994,15.95,7.28942872928177,7.48,17025126259.2344,15280.2421339277,51562366444.8379,76.8829268292683,12185000000.0,11913000000.0,6.601496210349281,7.5,14.766,3085471.0,85.234,41.252308,Oceania
479,New Zealand,NZL,1995,15.77,7.390102085261611,7.49,18787990900.6376,17400.338874611498,59902364505.8448,76.7341463414634,13645000000.0,13957000000.0,9.93181063710524,7.1,14.667,3134622.0,85.333,42.104042,Oceania
480,New Zealand,NZL,1996,15.34,7.70836414790997,7.57,19884232066.0469,18794.5078516466,64917441376.4396,76.7878048780488,14360000000.0,14724000000.0,13.2567840139541,6.9,14.579,3187912.0,85.421,39.54181,Oceania
481,New Zealand,NZL,1997,15.23,8.19069685028958,7.26,18712853684.675,17474.1760599056,62114984555.2544,77.33414634146341,14221000000.0,14519000000.0,15.0900914706869,6.6,14.515,3232444.0,85.485,35.606514,Oceania
482,New Zealand,NZL,1998,14.51,7.85112870249017,6.87,16652730091.0574,14738.4800207116,53652297489.3415,78.0853658536585,12070000000.0,12495000000.0,20.8803030022704,6.4,14.451,3263694.0,85.549,38.757664,Oceania
483,New Zealand,NZL,1999,14.87,8.53093113608511,7.33,18187479007.7326,15322.245999552,55246250454.0973,77.890243902439,12455000000.0,14299000000.0,36.543512845372206,6.2,14.387,3283344.0,85.613,35.643353,Oceania
484,New Zealand,NZL,2000,14.66,8.52753117142339,6.91,18810238703.7281,13641.0560259004,49633337724.4983,78.6365853658537,13272000000.0,13906000000.0,39.9685642835518,6.1,14.323,3305162.0,85.677,36.374214,Oceania
485,New Zealand,NZL,2001,14.36,8.89321917278701,7.16,19087557173.9494,13882.8949661011,51147245940.0636,78.6926829268293,13730000000.0,13308000000.0,58.5642992748317,5.9,14.236,3328072.0,85.764,32.730766,Oceania
486,New Zealand,NZL,2002,13.67,8.4085141192858,7.1,21885124451.6733,16895.4540659785,63355019961.5555,78.84634146341459,14383000000.0,15047000000.0,61.8131989478884,5.8,14.1,3391762.0,85.9,35.126747,Oceania
487,New Zealand,NZL,2003,13.94,8.42721617997616,6.95,26334009771.5891,21941.0582092097,84167582753.1452,79.14634146341459,16527000000.0,18559000000.0,64.6403890262059,5.7,14.0,3463392.0,86.0,34.357147,Oceania
488,New Zealand,NZL,2004,14.2,8.50385149847095,6.95,30697059899.1597,25461.1340621386,98219159663.8655,79.5487804878049,20344000000.0,23195000000.0,74.2080005883687,5.5,13.974,3516313.0,86.026,37.794468,Oceania
489,New Zealand,NZL,2005,13.96,8.20526621350299,6.54,32448547067.521,27833.603111277705,107649088220.798,79.85121951219509,21730098000.0,26219355000.0,85.3870366997354,5.4,13.948,3557304.0,86.052,34.682922,Oceania
490,New Zealand,NZL,2006,14.14,8.01822157434403,6.75,33025036508.657,26630.3641512637,103947863303.288,80.0487804878049,22409180000.0,26424312000.0,90.854762940201,5.3,13.922,3602020.0,86.078,34.811123,Oceania
491,New Zealand,NZL,2007,15.14,7.96637908991903,6.74,40159143749.5407,32382.2691095373,126990519585.507,80.1512195121951,26943386000.0,30882017000.0,100.436431866496,5.3,13.896,3636861.0,86.104,35.406635,Oceania
492,New Zealand,NZL,2008,15.06,8.04453612845673,6.83,42706996907.289,30972.1195839865,122274548393.899,80.35121951219509,30580121000.0,34369315000.0,107.989694697706,5.3,13.87,3668966.0,86.13,34.397457,Oceania
493,New Zealand,NZL,2009,14.48,7.51195509691814,6.71,34875266287.7132,27998.5664382058,115491910800.175,80.7024390243902,24932601000.0,25573868000.0,108.722279577723,5.2,13.852,3706604.0,86.148,37.898605,Oceania
494,New Zealand,NZL,2010,14.62,7.29742018525754,6.51,44357497766.2487,33394.0729963486,137997550079.262,80.7024390243902,31396365000.0,30616823000.0,107.826313100142,5.1,13.835,3748781.0,86.165,38.817486,Oceania
495,New Zealand,NZL,2011,13.93,7.124050866788321,6.83,51152241665.35,37896.8539665922,158502133038.395,80.9048780487805,37668591000.0,37104897000.0,109.199911280736,5.0,13.817,3778263.0,86.183,39.533886,Oceania
496,New Zealand,NZL,2012,13.79,,6.79,50849036965.7566,,167078288011.34,81.1560975609756,37304869000.0,38253652000.0,110.362406644884,4.9,13.8,3799782.0,86.2,36.91487,Oceania
497,New Zealand,NZL,2013,13.12,,6.61,55087827318.7744,,180580252634.413,81.4073170731707,39444799000.0,39640900036.2212,105.775694716164,4.9,13.777,3830112.0,86.223,36.921745,Oceania
498,New Zealand,NZL,2014,,,,58371136443.7653,,192142022633.474,,41624050548.733,42518007211.5168,112.054689719466,4.8,13.749,3889661.0,86.251,37.536892,Oceania
499,New Zealand,NZL,2015,,,,,,,,,,,4.7,,,,38.129433,Oceania
