,Entity,CountryCode,Year,"Birth rate, crude (per 1,000 people)",CO2 emissions (metric tons per capita),"Death rate, crude (per 1,000 people)",Exports of goods and services (current US$),GDP per capita (current US$),GNI (current US$),"Life expectancy at birth, total (years)",Merchandise exports (current US$),Merchandise imports (current US$),Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)",Rural population (% of total population),Urban population,Urban population (% of total),Renewables (% equivalent primary energy),Continent
20,Argentina,ARG,1980,24.63,3.86885292971875,8.69,3895791554.56352,2738.28462575754,76286574002.8188,69.5144878048781,8021000000.0,10541000000.0,0.0,37.2,17.113,23296128.0,82.887,9.552859,South America
21,Argentina,ARG,1981,24.145,3.57496761243926,8.613,5445263189.7662,2756.3967881861304,76842107526.2031,69.78665853658539,9143000000.0,9430000000.0,0.0,34.7,16.687,23780335.0,83.313,9.541531,South America
22,Argentina,ARG,1982,23.646,3.5670865433521404,8.545,7663966255.62989,2907.75742643498,79243829293.0471,70.0353170731707,7625000000.0,5337000000.0,0.0,32.8,16.241,24285075.0,83.759,11.229479,South America
23,Argentina,ARG,1983,23.198,3.5720419726007404,8.491,9515669466.75192,3530.1316632923204,98072174234.6778,70.257,7836000000.0,4504000000.0,0.0,31.3,15.806,24799123.0,84.194,11.303474,South America
24,Argentina,ARG,1984,22.833,3.56014217750819,8.451,6003000151.64854,2643.36913309587,74996801894.5786,70.4541951219512,8107000000.0,4585000000.0,0.0,30.1,15.379,25319371.0,84.621,12.132671,South America
25,Argentina,ARG,1985,22.563,3.31032728821864,8.423,10376666928.8033,2909.5168016202897,83672502113.7452,70.6313902439024,8396000000.0,3814000000.0,0.0,29.0,14.962,25842012.0,85.038,12.759556,South America
26,Argentina,ARG,1986,22.379,3.37724521848064,8.401,9054444307.18032,3595.08613124574,105922220616.456,70.7990731707317,6852000000.0,4724000000.0,0.0,28.1,14.555,26365970.0,85.445,12.298526,South America
27,Argentina,ARG,1987,22.239,3.66916872512268,8.379,8747619117.06127,3546.71882015564,105942857983.875,70.967756097561,6360000000.0,5818000000.0,0.0,27.1,14.157,26891584.0,85.843,12.247486,South America
28,Argentina,ARG,1988,22.106,3.82044580815879,8.35,12029545360.5898,3969.32766134127,120715908148.068,71.14590243902441,9135000000.0,5322000000.0,0.0,26.2,13.767,27418226.0,86.233,8.417367,South America
29,Argentina,ARG,1989,21.967,3.62920212863063,8.312,10007559520.4417,2375.3392499715,70219462542.1818,71.33753658536591,9579000000.0,4203000000.0,0.0071494277333824,25.3,13.387,27944436.0,86.613,7.5435934,South America
30,Argentina,ARG,1990,21.804,3.4407108030800098,8.264,14643450361.4013,4318.77456755511,135150027050.147,71.54365853658541,12353000000.0,4076000000.0,0.0367817512490623,24.4,13.016,28469637.0,86.984,10.292679,South America
31,Argentina,ARG,1991,21.603,3.5253836847229905,8.207,14561091033.0362,5715.504052202471,183857364656.529,71.7632926829268,11978000000.0,8275000000.0,0.075585346528882,23.6,12.672,28987586.0,87.328,9.081444,South America
32,Argentina,ARG,1992,21.366,3.60858224101162,8.145,15095901877.6499,6798.02716671068,224530580052.493,71.9889512195122,12235000000.0,14872000000.0,0.1389883171951459,22.8,12.458,29462391.0,87.542,10.206743,South America
33,Argentina,ARG,1993,21.097,3.4771604758031702,8.082,16357317617.6176,6940.35137539023,233669800500.501,72.21565853658541,13118000000.0,16784000000.0,0.329780857381351,22.1,12.248,29933007.0,87.752,12.216533,South America
34,Argentina,ARG,1994,20.804,3.5693656777681806,8.021,19385000000.0,7449.480605336279,253743500000.0,72.4413902439024,15659000000.0,21527000000.0,0.7010686221536271,21.4,12.04,30397317.0,87.96,13.306406,South America
35,Argentina,ARG,1995,20.501,3.50187484901336,7.965,24978750000.0,7373.42740288005,253362750000.0,72.6651219512195,20967000000.0,20122000000.0,1.16381892109268,20.8,11.836,30852831.0,88.164,12.535519,South America
36,Argentina,ARG,1996,20.21,3.6481903578866,7.916,28381250000.0,7683.573847908241,266648000000.0,72.88734146341459,23811000000.0,23762000000.0,1.89150032880493,20.2,11.634,31298957.0,88.366,10.225038,South America
37,Argentina,ARG,1997,19.948,3.7583870219218,7.874,30928250000.0,8172.665235343059,286641250000.0,73.10804878048779,26370000000.0,30450000000.0,5.62910956998472,19.6,11.436,31735993.0,88.564,12.514141,South America
38,Argentina,ARG,1998,19.727,3.7987818300847698,7.841,31137000000.0,8248.76471990265,291542000000.0,73.3276829268293,26441000000.0,31404000000.0,7.396595595677151,19.1,11.241,32167662.0,88.759,11.482152,South America
39,Argentina,ARG,1999,19.551,3.9698758629858,7.815,27862250000.0,7736.372577927329,276059000000.0,73.5442682926829,23333000000.0,25508000000.0,10.540642447322,18.5,11.048,32599177.0,88.952,9.226557,South America
40,Argentina,ARG,2000,19.413,3.80697572496415,7.796,31223750000.0,7669.273708584341,276656000000.0,73.7558048780488,26341000000.0,25154000000.0,17.5810590485609,18.0,10.858,33033755.0,89.142,12.283858,South America
41,Argentina,ARG,2001,19.302,3.5395326879456603,7.782,31112750000.0,7170.689698193579,260970000000.0,73.9603170731707,26543000000.0,20320000000.0,18.0874244208887,17.6,10.671,33472948.0,89.329,15.937488,South America
42,Argentina,ARG,2002,19.199,3.25331267076162,7.77,27736810567.1782,2579.20163821036,90670843863.1687,74.1557804878049,25650000000.0,8990000000.0,17.4519490973966,17.1,10.481,33918250.0,89.519,16.249306,South America
43,Argentina,ARG,2003,19.089,3.47503504028703,7.759,33084274715.8882,3330.4098205645696,119752402717.517,74.34126829268291,29566000000.0,13834000000.0,20.6535373030331,16.6,10.29,34367430.0,89.71,14.408259,South America
44,Argentina,ARG,2004,18.968,4.03240701268705,7.746,39103151666.0066,4696.07011088673,172664779408.27,74.5187804878049,34575700000.0,22445200000.0,35.2722883702454,16.0,10.101,34816784.0,89.899,12.1855755,South America
45,Argentina,ARG,2005,18.833,4.111634824046529,7.731,46158282167.9157,5640.84850283585,213575487110.09,74.6878048780488,40351000000.0,28688700000.0,57.328994256705705,15.3,9.916,35263824.0,90.084,12.788524,South America
46,Argentina,ARG,2006,18.691,4.40452504186811,7.715,53430914760.9148,6639.90943461746,256567208939.70895,74.8499024390244,46546000000.0,34152000000.0,80.81882641385091,14.6,9.733999999999993,35708101.0,90.266,13.449462,South America
47,Argentina,ARG,2007,18.55,4.49683365506291,7.696,65049690986.0238,8239.13716134639,323419894537.761,75.00904878048779,55778800000.0,44706000000.0,102.721528270687,14.1,9.55500000000001,36150779.0,90.445,10.599154,South America
48,Argentina,ARG,2008,18.414,4.74417840089585,7.678,79662561247.9165,9999.09351693522,396305688901.469,75.1662682926829,70018300000.0,57461700000.0,117.221183351189,13.7,9.378,36594849.0,90.622,10.437064,South America
49,Argentina,ARG,2009,18.283,4.42796011269101,7.659,65025314851.3795,9231.38290041999,367753207748.546,75.3245609756098,55672100000.0,38785800000.0,131.129449217276,13.4,9.205,37043126.0,90.795,11.783506,South America
50,Argentina,ARG,2010,18.153,4.34227205162182,7.64,80176004180.9004,11198.6425666859,450383657013.205,75.48497560975609,68187300000.0,56792500000.0,141.383021999383,13.0,9.03400000000001,37498800.0,90.966,11.661375,South America
51,Argentina,ARG,2011,18.018,4.56204851225823,7.621,97986252111.3846,13392.9169036445,545517384778.7271,75.64904878048779,84051100000.0,74319300000.0,149.09062244943598,12.7,8.867,37962013.0,91.133,10.929448,South America
52,Argentina,ARG,2012,17.874,,7.602,93559656461.024,14357.4115893903,591732794422.955,75.816243902439,80246200000.0,68020300000.0,156.56475598674,12.3,8.705,38430835.0,91.295,10.216426,South America
53,Argentina,ARG,2013,17.716,,7.584,88004271130.1901,14443.0656513598,603592719238.1229,75.9860975609756,81660000000.0,73655600000.0,162.527421663231,11.9,8.548,38902130.0,91.452,10.950079,South America
54,Argentina,ARG,2014,,,,79496945416.3326,12509.5311180615,526137345894.9871,,71935200000.0,65249200000.0,158.735761979517,11.5,8.396,39371423.0,91.604,11.038978,South America
55,Argentina,ARG,2015,,,,,,,,,,,11.1,,,,10.907397,South America
117,Brazil,BRA,1965,39.92,0.67037227038264,11.708,1685625122.1861,259.004152120965,21790035117.19,56.7673658536585,1596000000.0,1096000000.0,0.0,114.5,48.963,42937459.0,51.037,27.548721,South America
118,Brazil,BRA,1966,38.883,0.7434478486019079,11.351,1846958711.61305,312.881908149325,25823978009.9173,57.2656829268293,1741000000.0,1496000000.0,,112.1,47.984,44991232.0,52.016,27.618214,South America
119,Brazil,BRA,1967,37.839,0.744966530873753,11.003,1764834054.99797,344.294512036641,29559163247.6664,57.75792682926829,1654000000.0,1667000000.0,,109.8,47.007,47086230.0,52.993,27.880291,South America
120,Brazil,BRA,1968,36.852,0.8487974670367471,10.67,2032731102.64928,371.393096749688,33065704447.8652,58.2406829268293,1881000000.0,2132000000.0,,107.4,46.03,49227661.0,53.97,25.555754,South America
121,Brazil,BRA,1969,35.965,0.900942019525067,10.36,2479930321.58748,400.26285887448,36783720975.7678,58.7080243902439,2311000000.0,2265000000.0,,105.0,45.06,51416009.0,54.94,25.05622,South America
122,Brazil,BRA,1970,35.214,0.976861083139853,10.081,2975391707.0014896,440.993106294556,41728566935.8317,59.1505853658537,2739000000.0,2849000000.0,0.0,102.5,44.091,53662830.0,55.909,26.901081,South America
123,Brazil,BRA,1971,34.615,1.0430220360926898,9.839,3155632739.4951,500.0341120468,48684157318.5706,59.558,2904000000.0,3701000000.0,,100.0,43.106,55984948.0,56.894,26.817772,South America
124,Brazil,BRA,1972,34.146,1.13405146152353,9.633,4249449495.7691,580.488495253726,58075347258.6067,59.9248048780488,3991000000.0,4783000000.0,,97.4,42.121,58367725.0,57.879,27.390734,South America
125,Brazil,BRA,1973,33.777,1.28205605905809,9.46,6557708237.89377,767.309851509639,78380807935.1819,60.251512195122,6199000000.0,6999000000.0,,94.9,41.145,60809449.0,58.855,26.1017,South America
126,Brazil,BRA,1974,33.49,1.3553307223644,9.317,8424673828.037941,993.2896412466968,104325590448.443,60.5410975609756,7951000000.0,14168000000.0,,92.3,40.174,63323592.0,59.826,26.928135,South America
127,Brazil,BRA,1975,33.267,1.39410634480728,9.197,9325921437.05926,1140.90114959711,122016649141.279,60.800512195122,8670000000.0,13592000000.0,0.0,89.8,39.211,65914293.0,60.789,27.995861,South America
128,Brazil,BRA,1976,33.086,1.3968305394475502,9.092,10741988183.0392,1374.53575801322,150357935666.65,61.0391219512195,10128000000.0,13726000000.0,0.0,87.3,38.255,68583915.0,61.745,29.160088,South America
129,Brazil,BRA,1977,32.917,1.4322951335797802,8.995,12776590678.7557,1548.3982668556698,173253413561.887,61.2708292682927,12120000000.0,13257000000.0,0.0,84.7,37.311,71325329.0,62.689,31.084343,South America
130,Brazil,BRA,1978,32.726,1.51825407362035,8.896,13404621904.9098,1723.13723466659,196080790936.193,61.5064634146342,12659000000.0,15054000000.0,0.0,82.0,36.375,74143582.0,63.625,31.529354,South America
131,Brazil,BRA,1979,32.484,1.57801385409749,8.79,16026612550.3001,1885.0910571786,218945212519.05603,61.754975609756094,15244000000.0,19804000000.0,0.0,79.0,35.449,77036096.0,64.551,33.38749,South America
132,Brazil,BRA,1980,32.153,1.5310210078139197,8.671,21276141967.6084,1923.28261521367,227299903221.934,62.0202926829268,20132000000.0,24961000000.0,0.0,75.9,34.532,80001713.0,65.468,36.188007,South America
133,Brazil,BRA,1981,31.703,1.3732705556895102,8.538,24828388398.9376,2106.67895661928,252659071917.96,62.3043658536585,23293000000.0,24079000000.0,0.0,72.7,33.63,83033769.0,66.37,37.50488,South America
134,Brazil,BRA,1982,31.132,1.34455490005732,8.394,21435129573.2899,2199.70199280485,267229261490.029,62.602243902439,20175000000.0,21069000000.0,0.0,69.7,32.738,86132191.0,67.262,39.09782,South America
135,Brazil,BRA,1983,30.449,1.27186192607302,8.242,23221079048.8769,1551.77303603647,191446471082.95895,62.9114634146342,21899000000.0,16801000000.0,0.0,66.7,31.858,89275790.0,68.142,41.86777,South America
136,Brazil,BRA,1984,29.665,1.26021637641491,8.084,28317692072.5525,1560.45578862038,197144720543.59305,63.23207317073171,27005000000.0,15210000000.0,0.0,64.0,30.99,92439275.0,69.01,43.21895,South America
137,Brazil,BRA,1985,28.796,1.32456548047279,7.923,27305943051.3526,1629.26490916073,211063860366.74103,63.5625609756098,25639000000.0,14332000000.0,0.0,61.4,30.138,95596665.0,69.862,43.929535,South America
138,Brazil,BRA,1986,27.863,1.42400691702644,7.763,23640556197.1808,1919.86480364384,256173867061.63895,63.9004634146341,22349000000.0,15557000000.0,0.0,59.0,29.297,98747090.0,70.703,43.219524,South America
139,Brazil,BRA,1987,26.905,1.45699151274645,7.606,27820190044.6057,2064.6540114112804,282955492984.36,64.24582926829271,26224000000.0,16581000000.0,0.0,56.8,28.471,101884104.0,71.529,42.77721,South America
140,Brazil,BRA,1988,25.963,1.44239078857121,7.456,35974382968.3631,2276.24055609996,317177371865.753,64.5982195121951,33494000000.0,16055000000.0,0.0,54.8,27.658,105004752.0,72.342,44.011196,South America
141,Brazil,BRA,1989,25.071,1.44805023911208,7.312,38004000000.0,2879.49987028576,448509000000.0,64.96119512195119,34383000000.0,19875000000.0,0.0,52.8,26.861,108100770.0,73.139,44.574318,South America
142,Brazil,BRA,1990,24.266,1.3889395741932198,7.175,37880000000.0,3071.62795314411,449671800000.0,65.3403170731707,31414000000.0,22524000000.0,0.0004457115899467,50.9,26.078,111173619.0,73.922,45.275486,South America
143,Brazil,BRA,1991,23.584,1.43431283819523,7.042,52310000000.0,3942.40394119544,589350000000.0,65.7426829268293,31620000000.0,22950000000.0,0.0044034467052389,48.9,25.31,114213597.0,74.69,45.86179,South America
144,Brazil,BRA,1992,23.024,1.4204346547222502,6.909,43538125000.0,2578.2070086442604,393042375000.0,66.1718048780488,35793000000.0,23068000000.0,0.0206988467540505,46.8,24.556,117224140.0,75.444,44.902706,South America
145,Brazil,BRA,1993,22.579,1.46210883415746,6.776,45983167701.8633,2774.174126945,427140503105.59,66.6276829268293,38555000000.0,27740000000.0,0.115915348702252,44.6,23.819,120222927.0,76.181,45.15963,South America
146,Brazil,BRA,1994,22.24,1.5110023986695502,6.644,53941811356.1708,3482.52981637412,537119760675.739,67.1068292682927,43545000000.0,35997000000.0,0.360031692076822,42.2,23.097,123245138.0,76.903,44.5656,South America
147,Brazil,BRA,1995,21.987,1.5873392417049,6.514,57921978860.194,4827.15244263478,757859058515.855,67.6031951219512,46506000000.0,54137400000.0,0.794074075208812,39.7,22.39,126314197.0,77.61,44.34581,South America
148,Brazil,BRA,1996,21.795,1.72279160068058,6.389,57235100984.9766,5163.26581269664,827516902795.7421,68.10973170731711,47747000000.0,56792400000.0,1.51962843202329,37.2,21.698,129435676.0,78.302,44.08196,South America
149,Brazil,BRA,1997,21.624,1.79010337097845,6.274,61679962894.2486,5279.11129784714,855019274582.56,68.6163902439024,52994000000.0,63290800000.0,2.7257675861866897,34.8,20.952,132716719.0,79.048,43.489933,South America
150,Brazil,BRA,1998,21.436,1.83143031299461,6.17,60724687634.6402,5083.70096424936,825536162860.8359,69.1130975609756,51140000000.0,61134800000.0,4.34774057858537,32.4,20.219,136039755.0,79.781,43.57197,South America
151,Brazil,BRA,1999,21.204,1.84907556878028,6.08,57330688268.0333,3476.14403819628,568078572215.793,69.59129268292679,48011000000.0,51908900000.0,8.73961743345284,30.2,19.504,139381292.0,80.496,43.143803,South America
152,Brazil,BRA,2000,20.894,1.86580837597139,6.006,66775075157.1468,3738.71941172048,626888767422.793,70.0419756097561,55086000000.0,59052800000.0,13.2879771661194,28.1,18.808,142724527.0,81.192,43.288433,South America
153,Brazil,BRA,2001,20.482,1.89123873617418,5.95,69203724173.1145,3136.49673342472,534237309752.572,70.45960975609759,58223000000.0,58640400000.0,16.2434653162697,26.1,18.447,145506370.0,81.553,39.11162,South America
154,Brazil,BRA,2002,19.974,1.8352662792254,5.91,72286328431.5398,2810.2307896012103,486500392370.944,70.84524390243901,60362000000.0,49716300000.0,19.443799184819,24.3,18.12,148240131.0,81.88,40.756653,South America
155,Brazil,BRA,2003,19.39,1.7514906590243602,5.885,84757556061.0985,3044.25502669162,534548586285.34296,71.2018780487805,73084000000.0,50859000000.0,25.514450106507503,22.5,17.797,150947181.0,82.203,42.284126,South America
156,Brazil,BRA,2004,18.746,1.81513348184222,5.874,110743589743.59,3597.97883565313,643767179487.179,71.532,96677800000.0,66433400000.0,35.652898811095206,21.0,17.479,153585084.0,82.521,42.286156,South America
157,Brazil,BRA,2005,18.078,1.84269049471974,5.873,135918090699.967,4733.16418107253,856742523825.172,71.8396341463415,118529000000.0,77627800000.0,46.3141845224809,19.5,17.166,156124894.0,82.834,43.1457,South America
158,Brazil,BRA,2006,17.429,1.82313307231817,5.882,159215740357.65198,5809.189095945861,1062335769778.88,72.1317317073171,137807000000.0,95837900000.0,53.11025848740029,18.2,16.857,158552239.0,83.143,43.045963,South America
159,Brazil,BRA,2007,16.836,1.88403447079654,5.898,186198962559.704,7240.92398337745,1338674952493.45,72.4148292682927,160649000000.0,126645150000.0,63.6747518549979,17.1,16.552,160874827.0,83.448,44.380226,South America
160,Brazil,BRA,2008,16.328,1.9904289422929495,5.919,229512487730.39603,8700.45520183758,1614369069691.35,72.6954146341463,197942000000.0,182377400000.0,78.55498010234551,16.2,16.251,163117673.0,83.749,43.366776,South America
161,Brazil,BRA,2009,15.913,1.86652237546496,5.943,180894268280.484,8462.508345586892,1588139441832.55,72.9780243902439,152994730000.0,133676940000.0,87.5418765124288,15.4,15.956,165315639.0,84.044,46.30883,South America
162,Brazil,BRA,2010,15.591,2.11341454484465,5.97,237193042291.95105,11124.2457796398,2172767166894.04,73.2641463414634,201915000000.0,191537000000.0,100.881011548201,14.8,15.665,167501292.0,84.335,44.246536,South America
163,Brazil,BRA,2011,15.342,2.19139356376845,6.0,299977283596.365,13042.4219326201,2571003108560.5,73.55234146341459,256039900000.0,236963600000.0,119.002385323484,14.4,15.377,169683995.0,84.623,43.91006,South America
164,Brazil,BRA,2012,15.132,,6.034,288553069479.289,11922.5130576782,2380536582868.26,73.8395853658537,242577900000.0,233398400000.0,125.001852070739,14.3,15.099,171840969.0,84.901,42.06637,South America
165,Brazil,BRA,2013,14.931,,6.072,287518667965.308,11711.004404501002,2356027549742.59,74.1224390243903,242033500000.0,250559300000.0,135.305048102328,14.3,14.829,173969754.0,85.171,39.836597,South America
166,Brazil,BRA,2014,,,,270209059233.44897,11384.4150095055,2309333729922.67,,225101000000.0,239074900000.0,138.951490610451,14.4,14.567,176058531.0,85.433,38.852745,South America
167,Brazil,BRA,2015,,,,,,,,,,,14.6,,,,40.603523,South America
173,Chile,CHL,1965,33.751,2.06298912433869,10.932,823644961.665589,702.942226023845,5702157426.91562,60.1100975609756,637400000.0,718284000.0,0.0,96.5,28.304,6174513.0,71.696,16.010857,South America
174,Chile,CHL,1966,33.099,2.1349009408917,10.646,1038664249.70839,796.7328529350281,6647451198.13373,60.6432195121951,817100000.0,891931000.0,,87.4,27.573,6375695.0,72.427,15.744313,South America
175,Chile,CHL,1967,32.348,2.14099012718709,10.358,986524114.875555,768.5654124767959,6511059158.17867,61.1753902439024,847400000.0,818796000.0,,79.0,26.854,6579783.0,73.146,15.76555,South America
176,Chile,CHL,1968,31.501,2.31013697604334,10.072,988875174.9675,770.040744692741,6674907431.030621,61.7075853658537,858000000.0,851583000.0,,72.7,26.146,6785404.0,73.854,13.261512,South America
177,Chile,CHL,1969,30.576,2.4054287056474903,9.787,1346082369.39103,872.322370066121,7716765307.28478,62.2383414634146,1075400000.0,1027730000.0,,69.1,25.453,6990276.0,74.547,13.893923,South America
178,Chile,CHL,1970,29.6,2.5794376161645403,9.508,1312405732.82415,939.263297040137,8512902050.75127,62.76814634146339,1248600000.0,1063310000.0,0.0,67.6,24.773,7193106.0,75.227,14.088003,South America
179,Chile,CHL,1971,28.603,2.7814241407886704,9.237,1179457770.6812198,1097.82711017102,10279302098.6453,63.2965121951219,996800000.0,1109460000.0,,66.7,24.117,7392202.0,75.883,14.758605,South America
180,Chile,CHL,1972,27.626,2.84291142148314,8.976,1132709428.97207,1162.95572154446,11115911175.8445,63.8229024390244,855400000.0,1086370000.0,,65.7,23.472,7588944.0,76.528,16.941067,South America
181,Chile,CHL,1973,26.704,2.7413317654331704,8.728,2237514416.4716897,1624.55067224382,15837079581.5894,64.34734146341461,1230500000.0,1289750000.0,,63.7,22.841,7783319.0,77.159,17.183693,South America
182,Chile,CHL,1974,25.864,2.5309447791405497,8.494,3166506406.0389104,1514.91347208935,15274024534.4352,64.8698048780488,2480500000.0,2147620000.0,,60.4,22.222,7976191.0,77.778,19.690105,South America
183,Chile,CHL,1975,25.13,2.20852101464504,8.277,1838248513.2382896,693.480586372152,6936456496.94501,65.3888048780488,1552100000.0,1524970000.0,0.0,55.3,21.614,8168284.0,78.386,21.933805,South America
184,Chile,CHL,1976,24.511,2.27727241935342,8.076,2476704934.8659,931.3423203527368,9532567011.49425,65.9053414634146,2082600000.0,1864290000.0,0.0,48.8,21.018,8359642.0,78.982,21.624561,South America
185,Chile,CHL,1977,23.996,2.15044934418529,7.891,2754781722.37697,1243.1358371871302,13741875724.234,66.4179024390244,2190300000.0,2538750000.0,0.0,41.7,20.435,8550316.0,79.565,22.024628,South America
186,Chile,CHL,1978,23.573,2.1038040224237498,7.72,3169614693.61971,1411.76852547546,14892608815.5401,66.926512195122,2477700000.0,3407640000.0,0.0,35.6,19.864,8741156.0,80.136,21.673307,South America
187,Chile,CHL,1979,23.237,2.24587310904466,7.561,4825234907.38255,1872.5746557917,20032215162.4161,67.4316585365854,3894200000.0,4808060000.0,0.0,31.4,19.305,8933096.0,80.695,21.54592,South America
188,Chile,CHL,1980,22.991,2.24896433613368,7.412,6291974407.69231,2454.2881557795104,26543589638.4615,67.9313414634146,4705000000.0,5797000000.0,0.0,28.2,18.757,9127115.0,81.243,22.060732,South America
189,Chile,CHL,1981,22.84,2.15378761384709,7.271,5359512653.84615,2863.4625216065,31048719123.0769,68.42807317073171,3836000000.0,7181000000.0,0.0,25.6,18.222,9323092.0,81.778,22.26287,South America
190,Chile,CHL,1982,22.77,1.78197194518,7.136,4714201693.18405,2103.82380400892,22304065057.9454,68.91985365853661,3705000000.0,3989000000.0,0.0,22.9,17.774,9512837.0,82.226,26.589516,South America
191,Chile,CHL,1983,22.757,1.77477941045594,7.006,4746795187.2065,1683.72560926979,17975631259.043,69.4076585365854,3830000000.0,3085000000.0,0.0,20.8,17.641,9670641.0,82.359,28.068626,South America
192,Chile,CHL,1984,22.773,1.86219780936931,6.878,4660844721.770921,1613.29422401564,17159828817.0187,69.891,3650000000.0,3574000000.0,0.0,19.5,17.508,9834207.0,82.492,27.7989,South America
193,Chile,CHL,1985,22.779,1.7758725716384802,6.751,4640401432.923039,1361.51536293746,14402815675.1212,70.3693902439024,3804000000.0,3072000000.0,0.0,18.9,17.376,10004590.0,82.624,30.296179,South America
194,Chile,CHL,1986,22.736,1.80813734948944,6.624,5155413880.68211,1440.36445687149,15784833864.6141,70.8428048780488,4191000000.0,3436000000.0,0.0,18.6,17.245,10182343.0,82.755,31.164711,South America
195,Chile,CHL,1987,22.619,1.81275896486968,6.499,6297242605.16841,1671.1666268724402,19150129821.339,71.310756097561,5224000000.0,4396000000.0,0.0,18.4,17.115,10366831.0,82.885,32.0948,South America
196,Chile,CHL,1988,22.412,2.11746660325303,6.375,8438969837.9658,1937.71062117144,22663193362.3117,71.773243902439,7052000000.0,5292000000.0,0.0,18.0,16.986,10556482.0,83.014,28.36174,South America
197,Chile,CHL,1989,22.107,2.5050830758206803,6.254,10045147031.2793,2195.5414902407,26393474479.4905,72.22924390243901,8080000000.0,7144000000.0,0.0376395343605963,17.1,16.857,10749135.0,83.143,21.771547,South America
198,Chile,CHL,1990,21.706,2.53513301142468,6.136,10725628074.7786,2401.525181426989,29799570393.8996,72.67878048780491,8372000000.0,7742000000.0,0.105350944041629,16.0,16.729,10942810.0,83.271,18.957916,South America
199,Chile,CHL,1991,21.222,2.3456183418159,6.023,11800111677.4526,2727.57382485905,34464354807.8575,73.1213414634146,8941000000.0,8207000000.0,0.268539846539317,14.8,16.602,11137014.0,83.398,24.084661,South America
